# koid	org	name	op	pmid	definition	source
KO04467	Escherichia coli K-12 MG1655	TU-2112	b3783	19881496		
KO04468	Escherichia coli K-12 MG1655	TU-2116	b3784,b3785,b3786,b3787,b3788,b3789,b3790,b3791,b3792,b3793,b3793,b3794	19881496		
KO04469	Escherichia coli K-12 MG1655	TU-2118	b3785,b3786,b3787,b3788,b3789,b3790,b3791,b3792,b3793,b3793,b3794	19881496		
KO04470	Escherichia coli K-12 MG1655	TU-2122	b3786,b3787,b3788,b3789,b3790,b3791,b3792,b3793,b3793,b3794	19881496		
KO04471	Escherichia coli K-12 MG1655	TU-2124	b3795	19881496		
KO04472	Escherichia coli K-12 MG1655	TU-2125	b3796,b3797,b3798,b3799	19881496		
KO04473	Escherichia coli K-12 MG1655	TU-2127	b3800	19881496		
KO04474	Escherichia coli K-12 MG1655	TU-2128	b4456	19881496		
KO04475	Escherichia coli K-12 MG1655	TU-2131	b3806	19881496		
KO04476	Escherichia coli K-12 MG1655	TU-2135	b4558,b3809,b3810,b3811,b3812	19881496		
KO04477	Escherichia coli K-12 MG1655	TU-2137	b3813	19881496		
KO04478	Escherichia coli K-12 MG1655	TU-2138	b3816	19881496		
KO04479	Escherichia coli K-12 MG1655	TU-2142	b3821	19881496		
KO04480	Escherichia coli K-12 MG1655	TU-2144	b3822,b3823	19881496		
KO04481	Escherichia coli K-12 MG1655	TU-2146	b3825,b3826	19881496		
KO04482	Escherichia coli K-12 MG1655	TU-2147	b3827	19881496		
KO04483	Escherichia coli K-12 MG1655	TU-2148	b3829	19881496		
KO04484	Escherichia coli K-12 MG1655	TU-2160	b3831,b3832	19881496		
KO04485	Escherichia coli K-12 MG1655	TU-2163	b3833,b3834,b3835	19881496		
KO04486	Escherichia coli K-12 MG1655	TU-2164	b3836,b3838,b3839,b4483	19881496		
KO04487	Escherichia coli K-12 MG1655	TU-2167	b3843,b3844	19881496		
KO04488	Escherichia coli K-12 MG1655	TU-2169	b3847,b3848,b3849,b3850	19881496		
KO04489	Escherichia coli K-12 MG1655	TU-2171	b3849,b3850	19881496		
KO04490	Escherichia coli K-12 MG1655	TU-2173	b3851,b3852,b3853,b3854,b3855	19881496		
KO04491	Escherichia coli K-12 MG1655	TU-2174	b3858	19881496		
KO04492	Escherichia coli K-12 MG1655	TU-2175	b3859	19881496		
KO04493	Escherichia coli K-12 MG1655	TU-2176	b3860	19881496		
KO04494	Escherichia coli K-12 MG1655	TU-2178	b3861	19881496		
KO04495	Escherichia coli K-12 MG1655	TU-2179	b3863	19881496		
KO04496	Escherichia coli K-12 MG1655	TU-2180	b3864	19881496		
KO04497	Escherichia coli K-12 MG1655	TU-2181	b4457	19881496		
KO04498	Escherichia coli K-12 MG1655	TU-2182	b3866,b3867	19881496		
KO04499	Escherichia coli K-12 MG1655	TU-2183	b3871	19881496		
KO04500	Escherichia coli K-12 MG1655	TU-2188	b3872,b3873	19881496		
KO04501	Escherichia coli K-12 MG1655	TU-2189	b3873	19881496		
KO04502	Escherichia coli K-12 MG1655	TU-2190	b3874	19881496		
KO04503	Escherichia coli K-12 MG1655	TU-2191	b3883,b3884,b3885,b3886,b3887,b3888	19881496		
KO04504	Escherichia coli K-12 MG1655	TU-2192	b3885,b3886,b3887,b3888	19881496		
KO04505	Escherichia coli K-12 MG1655	TU-2193	b3889	19881496		
KO04506	Escherichia coli K-12 MG1655	TU-2194	b3890	19881496		
KO04507	Escherichia coli K-12 MG1655	TU-2195	b3895	19881496		
KO04508	Escherichia coli K-12 MG1655	TU-2196	b3896	19881496		
KO04509	Escherichia coli K-12 MG1655	TU-2197	b3905,b3906	19881496		
KO04510	Escherichia coli K-12 MG1655	TU-2199	b3908,b3909	19881496		
KO04511	Escherichia coli K-12 MG1655	TU-2203	b3910	19881496		
KO04512	Escherichia coli K-12 MG1655	TU-2206	b4484	19881496		
KO04513	Escherichia coli K-12 MG1655	TU-2207	b3915	19881496		
KO04514	Escherichia coli K-12 MG1655	TU-2210	b3916	19881496		
KO04515	Escherichia coli K-12 MG1655	TU-2215	b3917	19881496		
KO04516	Escherichia coli K-12 MG1655	TU-2216	b3918	19881496		
KO04517	Escherichia coli K-12 MG1655	TU-2217	b3921	19881496		
KO04518	Escherichia coli K-12 MG1655	TU-2218	b3922,b3923	19881496		
KO04519	Escherichia coli K-12 MG1655	TU-2220	b3928	19881496		
KO04520	Escherichia coli K-12 MG1655	TU-2228	b3936	19881496		
KO04521	Escherichia coli K-12 MG1655	TU-2231	b3939,b3940	19881496		
KO04522	Escherichia coli K-12 MG1655	TU-2232	b3941	19881496		
KO04523	Escherichia coli K-12 MG1655	TU-2234	b3942	19881496		
KO04524	Escherichia coli K-12 MG1655	TU-2238	b3943	19881496		
KO04525	Escherichia coli K-12 MG1655	TU-2239	b3949,b3950,b3951,b3952,b3953	19881496		
KO04526	Escherichia coli K-12 MG1655	TU-2242	b3958,b3959,b3960	19881496		
KO04527	Escherichia coli K-12 MG1655	TU-2244	b3961	19881496		
KO04528	Escherichia coli K-12 MG1655	TU-2246	b3963,b3964	19881496		
KO04529	Escherichia coli K-12 MG1655	TU-2248	b3966,b3967	19881496		
KO04530	Escherichia coli K-12 MG1655	TU-2249	b3967	19881496		
KO04531	Escherichia coli K-12 MG1655	TU-2250	b3968,b3969,b3970,b3971	19881496		
KO04532	Escherichia coli K-12 MG1655	TU-2251	b3972,b3973	19881496		
KO04533	Escherichia coli K-12 MG1655	TU-2254	b3981,b3982	19881496		
KO04534	Escherichia coli K-12 MG1655	TU-2257	b3983,b3984,b3985,b3986,b3987,b3988	19881496		
KO04535	Escherichia coli K-12 MG1655	TU-2259	b3985,b3986,b3987,b3988	19881496		
KO04536	Escherichia coli K-12 MG1655	TU-2265	b3987,b3988	19881496		
KO04537	Escherichia coli K-12 MG1655	TU-2269	b3989	19881496		
KO04538	Escherichia coli K-12 MG1655	TU-2270	b3996,b3997,b3998	19881496		
KO04539	Escherichia coli K-12 MG1655	TU-2272	b3997,b3998	19881496		
KO04540	Escherichia coli K-12 MG1655	TU-2274	b3998	19881496		
KO04541	Escherichia coli K-12 MG1655	TU-2275	b3999	19881496		
KO04542	Escherichia coli K-12 MG1655	TU-2276	b4000,b4001	19881496		
KO04543	Escherichia coli K-12 MG1655	TU-2278	b4003	19881496		
KO04544	Escherichia coli K-12 MG1655	TU-2279	b4004	19881496		
KO04545	Escherichia coli K-12 MG1655	TU-2281	b4007,b4008,b4009,b4010	19881496		
KO04546	Escherichia coli K-12 MG1655	TU-2282	b4011	19881496		
KO04547	Escherichia coli K-12 MG1655	TU-2283	b4013	19881496		
KO04548	Escherichia coli K-12 MG1655	TU-2285	b4014,b4015,b4016	19881496		
KO04549	Escherichia coli K-12 MG1655	TU-2287	b4016	19881496		
KO04550	Escherichia coli K-12 MG1655	TU-2289	b4019	19881496		
KO04551	Escherichia coli K-12 MG1655	TU-2291	b4020	19881496		
KO04552	Escherichia coli K-12 MG1655	TU-2293	b4022	19881496		
KO04553	Escherichia coli K-12 MG1655	TU-2294	b4025	19881496		
KO04554	Escherichia coli K-12 MG1655	TU-2299	b4026,b4027,b4028,b4029	19881496		
KO04555	Escherichia coli K-12 MG1655	TU-2300	b4030	19881496		
KO04556	Escherichia coli K-12 MG1655	TU-2301	b4035,b4036,b4037	19881496		
KO04557	Escherichia coli K-12 MG1655	TU-2302	b4038	19881496		
KO04558	Escherichia coli K-12 MG1655	TU-2303	b4039,b4040	19881496		
KO04559	Escherichia coli K-12 MG1655	TU-2304	b4042	19881496		
KO04560	Escherichia coli K-12 MG1655	TU-2307	b4044	19881496		
KO04561	Escherichia coli K-12 MG1655	TU-2308	b4045	19881496		
KO04562	Escherichia coli K-12 MG1655	TU-2309	b4047,b4048	19881496		
KO04563	Escherichia coli K-12 MG1655	TU-2310	b4049,b4050	19881496		
KO04564	Escherichia coli K-12 MG1655	TU-2312	b4052,b4053	19881496		
KO04565	Escherichia coli K-12 MG1655	TU-2313	b4054	19881496		
KO04566	Escherichia coli K-12 MG1655	TU-2314	b4055	19881496		
KO04567	Escherichia coli K-12 MG1655	TU-2315	b4056,b4057	19881496		
KO04568	Escherichia coli K-12 MG1655	TU-2317	b4059	19881496		
KO04569	Escherichia coli K-12 MG1655	TU-2320	b4061	19881496		
KO04570	Escherichia coli K-12 MG1655	TU-2321	b4063	19881496		
KO04571	Escherichia coli K-12 MG1655	TU-2323	b4064	19881496		
KO04572	Escherichia coli K-12 MG1655	TU-2325	b4065	19881496		
KO04573	Escherichia coli K-12 MG1655	TU-2326	b4070,b4071,b4072,b4073,b4074,b4075,b4076	19881496		
KO04574	Escherichia coli K-12 MG1655	TU-2328	b4077	19881496		
KO04575	Escherichia coli K-12 MG1655	TU-2334	b4487	19881496		
KO04576	Escherichia coli K-12 MG1655	TU-2335	b4109,b4110	19881496		
KO04577	Escherichia coli K-12 MG1655	TU-2337	b4110	19881496		
KO04578	Escherichia coli K-12 MG1655	TU-2338	b4111	19881496		
KO04579	Escherichia coli K-12 MG1655	TU-2342	b4119,b4120	19881496		
KO04580	Escherichia coli K-12 MG1655	TU-2344	b4126,b4127	19881496		
KO04581	Escherichia coli K-12 MG1655	TU-2345	b4128,b4559	19881496		
KO04582	Escherichia coli K-12 MG1655	TU-2348	b4140	19881496		
KO04583	Escherichia coli K-12 MG1655	TU-2349	b4142,b4143	19881496		
KO04584	Escherichia coli K-12 MG1655	TU-2351	b4143	19881496		
KO04585	Escherichia coli K-12 MG1655	TU-2359	b4144	19881496		
KO04586	Escherichia coli K-12 MG1655	TU-2360	b4147	19881496		
KO04587	Escherichia coli K-12 MG1655	TU-2361	b4410	19881496		
KO04588	Escherichia coli K-12 MG1655	TU-2362	b4411	19881496		
KO04589	Escherichia coli K-12 MG1655	TU-2363	b4148	19881496		
KO04590	Escherichia coli K-12 MG1655	TU-2364	b4155	19881496		
KO04591	Escherichia coli K-12 MG1655	TU-2366	b4156,b4157,b4158	19881496		
KO04592	Escherichia coli K-12 MG1655	TU-2367	b4162	19881496		
KO04593	Escherichia coli K-12 MG1655	TU-2370	b4163,b4164,b4165	19881496		
KO04594	Escherichia coli K-12 MG1655	TU-2371	b4167,b4168,b4169,b4170,b4171,b4172,b4173,b4174,b4175	19881496		
KO04595	Escherichia coli K-12 MG1655	TU-2374	b4168,b4169,b4170,b4171,b4172,b4173,b4174,b4175	19881496		
KO04596	Escherichia coli K-12 MG1655	TU-2375	b4170,b4171,b4172,b4173,b4174,b4175	19881496		
KO04597	Escherichia coli K-12 MG1655	TU-2376	b4171,b4172,b4173,b4174,b4175	19881496		
KO04598	Escherichia coli K-12 MG1655	TU-2381	b4172,b4173,b4174,b4175	19881496		
KO04599	Escherichia coli K-12 MG1655	TU-2383	b4176	19881496		
KO04600	Escherichia coli K-12 MG1655	TU-2385	b4177	19881496		
KO04601	Escherichia coli K-12 MG1655	TU-2389	b4178,b4179,b4180	19881496		
KO04602	Escherichia coli K-12 MG1655	TU-2390	b4180	19881496		
KO04603	Escherichia coli K-12 MG1655	TU-2392	b4181,b4182	19881496		
KO04604	Escherichia coli K-12 MG1655	TU-2393	b4183,b4184,b4185,b4186	19881496		
KO04605	Escherichia coli K-12 MG1655	TU-2394	b4187	19881496		
KO04606	Escherichia coli K-12 MG1655	TU-2395	b4190	19881496		
KO04607	Escherichia coli K-12 MG1655	TU-2396	b4193,b4194,b4195,b4196,b4197,b4198	19881496		
KO04608	Escherichia coli K-12 MG1655	TU-2397	b4200,b4201,b4202,b4203	19881496		
KO04609	Escherichia coli K-12 MG1655	TU-2400	b4205	19881496		
KO04610	Escherichia coli K-12 MG1655	TU-2401	b4207	19881496		
KO04611	Escherichia coli K-12 MG1655	TU-2404	b4208	19881496		
KO04612	Escherichia coli K-12 MG1655	TU-2408	b4212	19881496		
KO04613	Escherichia coli K-12 MG1655	TU-2409	b4214	19881496		
KO04614	Escherichia coli K-12 MG1655	TU-2412	b4215	19881496		
KO04615	Escherichia coli K-12 MG1655	TU-2414	b4217	19881496		
KO04616	Escherichia coli K-12 MG1655	TU-2417	b4220,b4221,b4222	19881496		
KO04617	Escherichia coli K-12 MG1655	TU-2421	b4224,b4225	19881496		
KO04618	Escherichia coli K-12 MG1655	TU-2422	b4227,b4485,b4230,b4231	19881496		
KO04619	Escherichia coli K-12 MG1655	TU-2424	b4233	19881496		
KO04620	Escherichia coli K-12 MG1655	TU-2425	b4235,b4236	19881496		
KO04621	Escherichia coli K-12 MG1655	TU-2426	b4236	19881496		
KO04622	Escherichia coli K-12 MG1655	TU-2427	b4242	19881496		
KO04623	Escherichia coli K-12 MG1655	TU-2431	b4251	19881496		
KO04624	Escherichia coli K-12 MG1655	TU-2433	b4252	19881496		
KO04625	Escherichia coli K-12 MG1655	TU-2434	b4253	19881496		
KO04626	Escherichia coli K-12 MG1655	TU-2436	b4255	19881496		
KO04627	Escherichia coli K-12 MG1655	TU-2437	b4257	19881496		
KO04628	Escherichia coli K-12 MG1655	TU-2438	b4261,b4262	19881496		
KO04629	Escherichia coli K-12 MG1655	TU-2439	b4268	19881496		
KO04630	Escherichia coli K-12 MG1655	TU-2440	b4270	19881496		
KO04631	Escherichia coli K-12 MG1655	TU-2441	b4271	19881496		
KO04632	Escherichia coli K-12 MG1655	TU-2443	b4277	19881496		
KO04633	Escherichia coli K-12 MG1655	TU-2444	b4279,b4280,b4655	19881496		
KO04634	Escherichia coli K-12 MG1655	TU-2446	b4282,b4623	19881496		
KO04635	Escherichia coli K-12 MG1655	TU-2448	b4623,b4286	19881496		
KO04636	Escherichia coli K-12 MG1655	TU-2452	b4624	19881496		
KO04637	Escherichia coli K-12 MG1655	TU-2454	b4308	19881496		
KO04638	Escherichia coli K-12 MG1655	TU-2456	b4312	19881496		
KO04639	Escherichia coli K-12 MG1655	TU-2457	b4313	19881496		
KO04640	Escherichia coli K-12 MG1655	TU-2458	b4314,b4315,b4316,b4317,b4318,b4319,b4320	19881496		
KO04641	Escherichia coli K-12 MG1655	TU-2459	b4316,b4317,b4318,b4319,b4320	19881496		
KO04642	Escherichia coli K-12 MG1655	TU-2460	b4317,b4318,b4319,b4320	19881496		
KO04643	Escherichia coli K-12 MG1655	TU-2462	b4320	19881496		
KO04644	Escherichia coli K-12 MG1655	TU-2464	b4322,b4323	19881496		
KO04645	Escherichia coli K-12 MG1655	TU-2465	b4324	19881496		
KO04646	Escherichia coli K-12 MG1655	TU-2467	b4326	19881496		
KO04647	Escherichia coli K-12 MG1655	TU-2468	b4331	19881496		
KO04648	Escherichia coli K-12 MG1655	TU-2470	b4339	19881496		
KO04649	Escherichia coli K-12 MG1655	TU-2475	b4341	19881496		
KO04650	Escherichia coli K-12 MG1655	TU-2476	b4342,b4486	19881496		
KO04651	Escherichia coli K-12 MG1655	TU-2482	b4625	19881496		
KO04652	Escherichia coli K-12 MG1655	TU-2483	b4351	19881496		
KO04653	Escherichia coli K-12 MG1655	TU-2485	b4355	19881496		
KO04654	Escherichia coli K-12 MG1655	TU-2486	b4358	19881496		
KO04655	Escherichia coli K-12 MG1655	TU-2487	b4365,b4366	19881496		
KO04656	Escherichia coli K-12 MG1655	TU-2488	b4567	19881496		
KO04657	Escherichia coli K-12 MG1655	TU-2489	b4372,b4373,b4374,b4375	19881496		
KO04658	Escherichia coli K-12 MG1655	TU-2490	b4376,b4568	19881496		
KO04659	Escherichia coli K-12 MG1655	TU-2495	b4377,b4378	19881496		
KO04660	Escherichia coli K-12 MG1655	TU-2497	b4381,b4382,b4383,b4384	19881496		
KO04661	Escherichia coli K-12 MG1655	TU-2502	b4383,b4384	19881496		
KO04662	Escherichia coli K-12 MG1655	TU-2504	b4385	19881496		
KO04663	Escherichia coli K-12 MG1655	TU-2505	b4388,b4389,b4390	19881496		
KO04664	Escherichia coli K-12 MG1655	TU-2506	b4390	19881496		
KO04665	Escherichia coli K-12 MG1655	TU-2507	b4392	19881496		
KO04666	Escherichia coli K-12 MG1655	TU-2509	b4393	19881496		
KO04667	Escherichia coli K-12 MG1655	TU-2511	b4395	19881496		
KO04668	Escherichia coli K-12 MG1655	TU-2513	b4397,b4398,b4399	19881496		
KO04669	Escherichia coli K-12 MG1655	TU-2516	b4400	19881496		
KO04670	Escherichia coli K-12 MG1655	TU-2517	b4402	19881496		
KO04671	Escherichia coli K-12 MG1655	TU-2518	b4403	19881496		
KO04672	Escherichia coli K-12 MG1655	TU-2519	b0006	19881496		
KO04673	Escherichia coli K-12 MG1655	TU-2520	b0007	19881496		
KO04674	Escherichia coli K-12 MG1655	TU-2521	b0010	19881496		
KO04675	Escherichia coli K-12 MG1655	TU-2522	b0011,b0013	19881496		
KO04676	Escherichia coli K-12 MG1655	TU-2523	b4412,b0018	19881496		
KO04677	Escherichia coli K-12 MG1655	TU-2525	b0023	19881496		
KO04678	Escherichia coli K-12 MG1655	TU-2529	b0035,b0036	19881496		
KO04679	Escherichia coli K-12 MG1655	TU-2533	b0035,b0036,b0037	19881496		
KO04680	Escherichia coli K-12 MG1655	TU-2534	b0035,b0036,b0037,b0038	19881496		
KO04681	Escherichia coli K-12 MG1655	TU-2535	b0035,b0036,b0037,b0038,b0039,b0040	19881496		
KO04682	Escherichia coli K-12 MG1655	TU-2536	b0049,b0050	19881496		
KO04683	Escherichia coli K-12 MG1655	TU-2539	b0049,b0050,b0051	19881496		
KO04684	Escherichia coli K-12 MG1655	TU-2541	b0049,b0050,b0051,b0052,b0053	19881496		
KO04685	Escherichia coli K-12 MG1655	TU-2542	b0054	19881496		
KO04686	Escherichia coli K-12 MG1655	TU-2545	b0058,b0059	19881496		
KO04687	Escherichia coli K-12 MG1655	TU-2549	b0060	19881496		
KO04688	Escherichia coli K-12 MG1655	TU-2550	b0061,b0062,b0063	19881496		
KO04689	Escherichia coli K-12 MG1655	TU-2551	b0066,b0067,b0068	19881496		
KO04690	Escherichia coli K-12 MG1655	TU-2552	b0066,b0067,b0068,b0069	19881496		
KO04691	Escherichia coli K-12 MG1655	TU-2553	b0071,b0072,b0073,b0074,b0075	19881496		
KO04692	Escherichia coli K-12 MG1655	TU-2555	b0101,b0102	19881496		
KO04693	Escherichia coli K-12 MG1655	TU-2558	b0101,b0102,b0103	19881496		
KO04694	Escherichia coli K-12 MG1655	TU-2559	b0106,b0107	19881496		
KO04695	Escherichia coli K-12 MG1655	TU-2560	b0108	19881496		
KO04696	Escherichia coli K-12 MG1655	TU-2561	b0109	19881496		
KO04697	Escherichia coli K-12 MG1655	TU-2562	b0112	19881496		
KO04698	Escherichia coli K-12 MG1655	TU-2565	b0117	19881496		
KO04699	Escherichia coli K-12 MG1655	TU-2566	b0120,b0121	19881496		
KO04700	Escherichia coli K-12 MG1655	TU-2567	b0122	19881496		
KO04701	Escherichia coli K-12 MG1655	TU-2569	b0124	19881496		
KO04702	Escherichia coli K-12 MG1655	TU-2573	b0131	19881496		
KO04703	Escherichia coli K-12 MG1655	TU-2575	b0133,b0134	19881496		
KO04704	Escherichia coli K-12 MG1655	TU-2577	b0135	19881496		
KO04705	Escherichia coli K-12 MG1655	TU-2578	b0136,b0137	19881496		
KO04706	Escherichia coli K-12 MG1655	TU-2579	b0138,b0139	19881496		
KO04707	Escherichia coli K-12 MG1655	TU-2580	b0140	19881496		
KO04708	Escherichia coli K-12 MG1655	TU-2581	b0141	19881496		
KO04709	Escherichia coli K-12 MG1655	TU-2582	b0142,b0143	19881496		
KO04710	Escherichia coli K-12 MG1655	TU-2588	b0146,b0147	19881496		
KO04711	Escherichia coli K-12 MG1655	TU-2590	b0154	19881496		
KO04712	Escherichia coli K-12 MG1655	TU-2592	b0157,b0158,b0159	19881496		
KO04713	Escherichia coli K-12 MG1655	TU-2593	b0163	19881496		
KO04714	Escherichia coli K-12 MG1655	TU-2595	b0164	19881496		
KO04715	Escherichia coli K-12 MG1655	TU-2596	b0166	19881496		
KO04716	Escherichia coli K-12 MG1655	TU-2599	b0167	19881496		
KO04717	Escherichia coli K-12 MG1655	TU-2600	b0168,b0167	19881496		
KO04718	Escherichia coli K-12 MG1655	TU-2603	b0189,b4406	19881496		
KO04719	Escherichia coli K-12 MG1655	TU-2604	b0193	19881496		
KO04720	Escherichia coli K-12 MG1655	TU-2605	b0194	19881496		
KO04721	Escherichia coli K-12 MG1655	TU-2606	b0195,b0196	19881496		
KO04722	Escherichia coli K-12 MG1655	TU-2607	b0197,b0198,b0199	19881496		
KO04723	Escherichia coli K-12 MG1655	TU-2608	b0208	19881496		
KO04724	Escherichia coli K-12 MG1655	TU-2609	b0211	19881496		
KO04725	Escherichia coli K-12 MG1655	TU-2610	b0212	19881496		
KO04726	Escherichia coli K-12 MG1655	TU-2611	b0214	19881496		
KO04727	Escherichia coli K-12 MG1655	TU-2612	b4586,b0218	19881496		
KO04728	Escherichia coli K-12 MG1655	TU-2613	b0219	19881496		
KO04729	Escherichia coli K-12 MG1655	TU-2614	b0221	19881496		
KO04730	Escherichia coli K-12 MG1655	TU-2615	b0224	19881496		
KO04731	Escherichia coli K-12 MG1655	TU-2616	b0225,b0226	19881496		
KO04732	Escherichia coli K-12 MG1655	TU-2617	b0229	19881496		
KO04733	Escherichia coli K-12 MG1655	TU-2618	b0237	19881496		
KO04734	Escherichia coli K-12 MG1655	TU-2621	b0241	19881496		
KO04735	Escherichia coli K-12 MG1655	TU-2623	b4626,b0245,b0246,b4504,b0247,b0248,b0249	19881496		
KO04736	Escherichia coli K-12 MG1655	TU-2624	b0250	19881496		
KO04737	Escherichia coli K-12 MG1655	TU-2625	b4628,b4627,b4628	19881496		
KO04738	Escherichia coli K-12 MG1655	TU-2626	b0252	19881496		
KO04739	Escherichia coli K-12 MG1655	TU-2627	b0253	19881496		
KO04740	Escherichia coli K-12 MG1655	TU-2628	b0254	19881496		
KO04741	Escherichia coli K-12 MG1655	TU-2630	b0262,b0263	19881496		
KO04742	Escherichia coli K-12 MG1655	TU-2633	b4505,b0266	19881496		
KO04743	Escherichia coli K-12 MG1655	TU-2634	b0267	19881496		
KO04744	Escherichia coli K-12 MG1655	TU-2635	b0272	19881496		
KO04745	Escherichia coli K-12 MG1655	TU-2636	b0273	19881496		
KO04746	Escherichia coli K-12 MG1655	TU-2638	b0277	19881496		
KO04747	Escherichia coli K-12 MG1655	TU-2639	b0278,b0279	19881496		
KO04748	Escherichia coli K-12 MG1655	TU-2640	b0280	19881496		
KO04749	Escherichia coli K-12 MG1655	TU-2641	b0281	19881496		
KO04750	Escherichia coli K-12 MG1655	TU-2642	b4695,b0283,b0284,b0285,b0286	19881496		
KO04751	Escherichia coli K-12 MG1655	TU-2643	b0288	19881496		
KO04752	Escherichia coli K-12 MG1655	TU-2645	b0289	19881496		
KO04753	Escherichia coli K-12 MG1655	TU-2646	b0289,b0290,b0291,b0292,b0293	19881496		
KO04754	Escherichia coli K-12 MG1655	TU-2647	b0294	19881496		
KO04755	Escherichia coli K-12 MG1655	TU-2648	b4506,b0296	19881496		
KO04756	Escherichia coli K-12 MG1655	TU-2650	b4630	19881496		
KO04757	Escherichia coli K-12 MG1655	TU-2653	b0300	19881496		
KO04758	Escherichia coli K-12 MG1655	TU-2654	b0301,b0303	19881496		
KO04759	Escherichia coli K-12 MG1655	TU-2655	b0304	19881496		
KO04760	Escherichia coli K-12 MG1655	TU-2656	b0310	19881496		
KO04761	Escherichia coli K-12 MG1655	TU-2657	b0311,b0312,b0313	19881496		
KO04762	Escherichia coli K-12 MG1655	TU-2658	b0316	19881496		
KO04763	Escherichia coli K-12 MG1655	TU-2659	b0317	19881496		
KO04764	Escherichia coli K-12 MG1655	TU-2660	b0328	19881496		
KO04765	Escherichia coli K-12 MG1655	TU-2661	b0330	19881496		
KO04766	Escherichia coli K-12 MG1655	TU-2662	b0338	19881496		
KO04767	Escherichia coli K-12 MG1655	TU-2664	b0342	19881496		
KO04768	Escherichia coli K-12 MG1655	TU-2665	b0342,b0343	19881496		
KO04769	Escherichia coli K-12 MG1655	TU-2666	b0342,b0343,b0344	19881496		
